rank,ticker,name,sector,industry,category,mcap_B,current_price,entry_level,fundamental,technical,visibility,corr_penalty,corr_status,broken_base,composite,fwd_pe,fcf_yield_pct,rev_growth_pct,gross_margin_pct,roe_pct,rsi,ma200_dist_pct,rel_str_6m_pct,portfolio_corr,max_corr,max_corr_with,corr_null_reason,n_corr_obs,technical_precap,visibility_legacy,data_flags,in_portfolio
512,ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Mate,Core,10.9,218.31,292.79,12.0,12.0,10.0,0.0,ok,True,34.0,22.0,1.8,9.5,54.2,5.3,22.4,-0.7,-2.7,0.383,0.55,AVGO,,126,18.4,14.0,,False
513,DE,Deere & Company,Industrials,Farm & Heavy Construction Mach,Core,164.9,610.95,586.63,8.5,15.4,10.0,0.0,ok,False,33.9,26.9,0.7,-11.1,26.0,18.3,57.2,12.4,12.2,-0.014,0.251,MSFT,,126,15.4,14.0,,False
514,COR,"Cencora, Inc.",Healthcare,Medical Distribution,Core,62.0,318.61,302.68,9.5,14.2,10.0,0.0,ok,False,33.7,16.1,-0.5,3.8,3.8,107.1,65.5,-1.6,-13.6,-0.103,0.136,NVDA,,126,14.2,15.0,,False
515,XOM,ExxonMobil Holdings Corporatio,Energy,Oil & Gas Integrated,Cyclical,649.7,156.75,148.91,10.5,13.1,10.0,0.0,ok,False,33.6,14.6,1.8,2.6,29.8,9.9,84.1,13.9,10.6,-0.332,0.39,GOOG,,126,13.1,12.0,,False
516,XYZ,"Block, Inc.",Technology,Software - Infrastructure,Core,48.9,82.18,78.07,9.5,14.1,10.0,0.0,ok,False,33.6,16.2,-1.6,4.9,45.1,3.7,62.1,21.6,23.1,0.477,0.411,MSFT,,126,14.1,16.0,,False
517,GNRC,Generac Holdlings Inc.,Industrials,Specialty Industrial Machinery,Core,11.5,195.19,252.0,11.5,12.0,10.0,0.0,ok,True,33.5,17.3,1.0,12.4,38.1,7.4,7.9,-4.5,7.2,0.221,0.392,AVGO,,126,20.2,14.0,,False
518,GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,Core,80.9,89.4,84.93,14.0,9.3,10.0,0.0,ok,False,33.3,6.1,27.1,1.9,10.2,3.2,77.0,16.4,0.9,0.335,0.378,BMNR,,126,9.3,11.0,,False
519,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,Core,14.2,25.8,24.51,10.5,12.1,10.0,0.0,ok,False,32.6,16.5,3.3,-2.9,15.8,5.8,70.4,13.4,2.8,-0.08,0.176,AVGO,,126,12.1,16.0,,False
520,CRWV,"CoreWeave, Inc.",Technology,Software - Infrastructure,Growth,33.2,60.82,94.91,12.5,12.0,10.0,-2.0,ok,True,32.5,,-25.8,111.6,69.4,-40.7,20.3,-36.3,-47.5,0.514,0.535,NVDA,,126,16.0,17.0,,False
521,IREN,IREN LIMITED,Financial Services,Capital Markets,Core,10.5,29.31,49.57,9.5,14.9,10.0,-2.0,ok,False,32.4,,-22.1,-0.0,68.4,7.7,27.6,-39.4,-58.3,0.523,0.526,BMNR,,126,14.9,16.0,,False
522,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,Cyclical,82.9,206.81,196.47,9.5,12.8,10.0,0.0,ok,False,32.3,10.9,-1.4,6.9,12.5,14.5,68.7,31.0,43.0,-0.185,0.27,GOOG,,126,12.8,12.0,,False
523,MET,"MetLife, Inc.",Financial Services,Insurance - Life,Core,62.4,97.02,92.17,10.0,12.1,10.0,0.0,ok,False,32.1,8.8,-27.9,2.7,23.8,13.0,74.2,23.0,24.3,0.213,0.256,MSFT,,126,12.1,14.0,,False
524,QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,Speculative,6.0,16.18,22.54,8.0,16.0,10.0,-2.0,ok,False,32.0,,-1.1,-80.9,66.3,-55.3,32.6,-30.7,-40.0,0.569,0.594,BMNR,,126,16.0,15.0,,False
525,APLD,Applied Digital Corporation,Technology,Information Technology Service,Growth,6.7,23.22,37.81,9.5,14.3,10.0,-2.0,ok,False,31.8,,,580.7,25.8,-8.4,26.5,-29.0,-47.1,0.525,0.531,BMNR,,126,14.3,15.0,fwd_pe_out_of_range(183.3);fcf_yield_out_of_range(-72.3),False
526,CIFR,Cipher Digital Inc.,Technology,Information Technology Service,Speculative,7.2,17.69,23.04,4.5,17.1,10.0,0.0,ok,False,31.6,34.2,-40.7,-28.8,12.4,-121.7,37.4,-4.9,-11.6,0.497,0.525,AVGO,,126,17.1,15.0,,False
527,WULF,TeraWulf Inc.,Financial Services,Capital Markets,Speculative,7.5,15.09,23.3,9.0,12.0,10.0,0.0,ok,True,31.0,77.4,-3.8,-1.1,64.0,-2215.9,18.8,-13.8,-5.0,0.499,0.534,BMNR,,126,18.6,16.0,,False
528,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,Core,1178.2,298.32,394.64,11.0,12.0,10.0,-2.0,ok,True,31.0,134.5,0.4,25.5,18.9,4.7,9.1,-27.7,-35.7,0.541,0.462,BMNR,,126,16.0,11.0,,False
529,AI,"C3.ai, Inc.",Technology,Software - Infrastructure,Speculative,1.4,8.85,9.57,6.5,15.2,10.0,-2.0,ok,False,29.7,,-1.9,-52.5,30.9,-63.0,46.2,-23.4,-37.4,0.597,0.54,MSFT,,126,15.2,15.0,,False
530,WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,Core,17.6,24.45,24.02,7.0,12.5,10.0,0.0,ok,False,29.5,36.7,-0.3,-2.0,14.7,4.2,71.5,2.7,-9.4,-0.089,0.149,MSFT,,126,12.5,15.0,,False
531,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,Core,60.9,15.28,14.52,7.0,11.8,10.0,0.0,ok,False,28.8,8.1,-3.7,6.4,7.1,-14.8,77.9,16.5,8.3,0.294,0.267,GOOG,,126,11.8,11.0,,False
532,BBAI,"BigBear.ai, Inc.",Technology,Information Technology Service,Speculative,1.2,2.59,3.72,6.0,12.0,10.0,-2.0,ok,True,26.0,,-4.8,-0.9,25.8,-58.4,19.8,-46.0,-61.8,0.646,0.58,BMNR,,126,16.0,15.0,,False
533,OKLO,Oklo Inc.,Utilities,Utilities - Independent Power ,Speculative,6.4,36.84,54.21,6.0,12.0,10.0,-2.0,ok,True,26.0,,-1.6,,0.0,-8.9,23.2,-52.1,-65.8,0.594,0.615,BMNR,,126,16.0,18.0,,False
